name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,start_date,end_date
ocean eyes,Ocean Eyes,Billie Eilish,2016-11-18,200560,68,0.475,0.819,0.475,0.37,0.0577,0.0841,-7.725,0.0361,144.828,4,2020-03-13,2020-03-20
The Less I Know The Better,Currents,Tame Impala,2015-07-17,216320,86,0.64,0.0115,0.64,0.74,0.00678,0.167,-4.083,0.0284,116.879,4,2020-03-13,2020-03-20
Broke In A Minute,Broke In A Minute,Tory Lanez,2020-02-07,132023,10,0.929,0.144,0.929,0.7,0.0,0.349,-5.595,0.0906,120.009,4,2020-03-13,2020-03-20
Speechless,Dan + Shay,Dan + Shay,2018-06-22,213386,77,0.616,0.356,0.616,0.438,0.0,0.24,-5.968,0.0298,135.929,4,2020-03-13,2020-03-20
goosebumps,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,243836,89,0.841,0.0847,0.841,0.728,0.0,0.149,-3.37,0.0484,130.049,4,2020-03-13,2020-03-20
Into the Unknown,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Various Artists,2019-11-15,194848,79,0.323,0.849,0.323,0.405,0.000544,0.138,-8.533,0.0413,145.104,5,2020-03-13,2020-03-20
I.F.L.Y.,Soul Searching,Bazzi,2019-08-09,165714,82,0.812,0.379,0.812,0.519,0.0,0.13,-4.823,0.0385,104.954,4,2020-03-13,2020-03-20
The London (feat. J. Cole & Travis Scott),So Much Fun,Young Thug,2019-08-16,200186,76,0.784,0.0249,0.784,0.517,1.44e-06,0.155,-8.981,0.209,97.991,4,2020-03-13,2020-03-20
Lalala,Lalala,Y2K,2019-06-28,160626,82,0.843,0.181,0.843,0.391,0.0,0.137,-7.899,0.0845,129.972,4,2020-03-13,2020-03-20
Young & Alive,Young & Alive,Bazzi,2020-03-05,160465,75,0.716,0.326,0.716,0.563,0.0,0.119,-5.486,0.0425,86.005,4,2020-03-13,2020-03-20
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Hollywood's Bleeding,Post Malone,2019-09-06,229573,80,0.499,0.0906,0.499,0.8,0.0,0.147,-2.665,0.0502,139.919,4,2020-03-13,2020-03-20
Chasin' You,If I Know Me,Morgan Wallen,2018-04-27,205453,80,0.631,0.657,0.631,0.591,0.0,0.11,-5.785,0.0277,97.074,4,2020-03-13,2020-03-20
I Don't Care (with Justin Bieber),No.6 Collaborations Project,Ed Sheeran,2019-07-12,219946,79,0.798,0.0902,0.798,0.676,0.0,0.0894,-5.041,0.0442,101.956,4,2020-03-13,2020-03-20
Rojo,Rojo,J Balvin,2020-02-27,150853,81,0.652,0.15,0.652,0.595,0.000115,0.0842,-4.04,0.113,172.27,4,2020-03-13,2020-03-20
Start Wit Me (feat. Gunna),Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,158691,73,0.886,0.077,0.886,0.479,0.0,0.135,-8.054,0.334,130.029,4,2020-03-13,2020-03-20
VALENTINO,DROPPED OUTTA COLLEGE,24kGoldn,2019-11-22,179133,79,0.747,0.199,0.747,0.717,0.0,0.132,-4.841,0.179,150.965,4,2020-03-13,2020-03-20
Beautiful People (feat. Khalid),No.6 Collaborations Project,Ed Sheeran,2019-07-12,197866,78,0.64,0.124,0.64,0.647,0.0,0.0801,-8.114,0.186,92.979,4,2020-03-13,2020-03-20
I Hope,I Hope,Gabby Barrett,2019-01-25,209228,21,0.561,0.0951,0.561,0.536,0.0,0.114,-6.227,0.0346,150.01,4,2020-03-13,2020-03-20
Eastside (with Halsey & Khalid),FRIENDS KEEP SECRETS,benny blanco,2018-12-07,170769,75,0.632,0.549,0.632,0.686,0.0,0.2,-7.665,0.243,89.949,4,2020-03-13,2020-03-20
7 rings,"thank u, next",Ariana Grande,2019-02-08,178626,87,0.778,0.592,0.778,0.317,0.0,0.0881,-10.732,0.334,140.048,4,2020-03-13,2020-03-20
Happier,Happier,Marshmello,2018-08-17,214289,86,0.687,0.191,0.687,0.792,0.0,0.167,-2.749,0.0452,100.015,4,2020-03-13,2020-03-20
"All I Want - From ""High School Musical: The Musical: The Series""","All I Want (From ""High School Musical: The Musical: The Series"")",Olivia Rodrigo,2019-11-27,177322,80,0.376,0.0902,0.376,0.43,0.0,0.0912,-6.585,0.0328,77.599,3,2020-03-13,2020-03-20
Sucker,Happiness Begins,Jonas Brothers,2019-06-07,181026,84,0.842,0.0427,0.842,0.734,0.0,0.106,-5.065,0.0588,137.958,4,2020-03-13,2020-03-20
Lights Up,Fine Line,Harry Styles,2019-12-13,172213,82,0.575,0.0392,0.575,0.621,0.0045,0.141,-8.165,0.032,101.987,4,2020-03-13,2020-03-20
Without Me,Manic,Halsey,2020-01-17,201660,78,0.752,0.297,0.752,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,4,2020-03-13,2020-03-20
Enemies (feat. DaBaby),Hollywood's Bleeding,Post Malone,2019-09-06,196760,79,0.542,0.0588,0.542,0.674,0.0,0.0955,-4.169,0.21,76.388,4,2020-03-13,2020-03-20
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,187541,95,0.935,0.0194,0.935,0.454,0.0,0.0824,-7.509,0.375,133.073,4,2020-08-14,2020-08-21
Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,2020-08-14,261492,92,0.761,0.244,0.761,0.518,3.47e-05,0.107,-8.871,0.134,133.976,4,2020-08-14,2020-08-21
7 Summers,7 Summers,Morgan Wallen,2020-08-14,210122,50,0.625,0.431,0.625,0.775,5.23e-05,0.12,-5.199,0.0248,101.961,4,2020-08-14,2020-08-21
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,2020-04-17,181733,94,0.746,0.247,0.746,0.69,0.0,0.101,-7.956,0.164,89.977,4,2020-08-14,2020-08-21
Wishing Well,Legends Never Die,Juice WRLD,2020-07-10,194621,90,0.65,0.00336,0.65,0.613,0.0,0.267,-6.13,0.128,149.972,4,2020-08-14,2020-08-21
Smile (with The Weeknd),Legends Never Die,Juice WRLD,2020-07-10,196180,84,0.694,0.224,0.694,0.685,0.0,0.124,-6.535,0.133,158.831,4,2020-08-14,2020-08-21
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",Jack Harlow,2020-06-24,227478,88,0.904,0.0631,0.904,0.723,0.0,0.185,-5.224,0.26,145.013,4,2020-08-14,2020-08-21
Come & Go (with Marshmello),Legends Never Die,Juice WRLD,2020-07-10,205484,89,0.625,0.0172,0.625,0.814,0.0,0.158,-5.181,0.0657,144.991,4,2020-08-14,2020-08-21
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,190476,94,0.823,0.114,0.823,0.586,0.0,0.193,-6.606,0.2,125.971,4,2020-08-14,2020-08-21
Mood (feat. iann dior),Mood (feat. iann dior),24kGoldn,2020-07-24,140525,99,0.7,0.221,0.7,0.722,0.0,0.272,-3.558,0.0369,90.989,4,2020-08-14,2020-08-21
Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,174000,93,0.548,0.122,0.548,0.816,0.0,0.335,-4.209,0.0465,95.39,4,2020-08-14,2020-08-21
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,213333,89,0.48,0.487,0.48,0.602,0.0,0.0848,-6.335,0.368,179.798,4,2020-08-14,2020-08-21
Blinding Lights,After Hours,The Weeknd,2020-03-20,200040,97,0.514,0.00146,0.514,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005,4,2020-08-14,2020-08-21
Midnight Sky,Midnight Sky,Miley Cyrus,2020-08-14,223279,89,0.705,0.00115,0.705,0.814,0.00312,0.203,-5.466,0.0346,110.0,4,2020-08-14,2020-08-21
Blueberry Faygo,Certified Hitmaker,Lil Mosey,2020-02-06,162546,85,0.774,0.207,0.774,0.554,0.0,0.132,-7.909,0.0383,99.034,4,2020-08-14,2020-08-21
Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,2020-06-11,171374,90,0.767,0.234,0.767,0.481,0.0,0.269,-8.52,0.0803,150.076,4,2020-08-14,2020-08-21
The Woo (feat. 50 Cent & Roddy Ricch),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,201600,87,0.49,0.0221,0.49,0.618,3.77e-06,0.259,-5.655,0.104,99.7,4,2020-08-14,2020-08-21
POPSTAR (feat. Drake),POPSTAR (feat. Drake),DJ Khaled,2020-07-17,200221,89,0.8,0.057,0.8,0.56,0.0,0.134,-4.818,0.261,163.071,4,2020-08-14,2020-08-21
Heather,Kid Krow,Conan Gray,2020-03-20,198040,93,0.357,0.584,0.357,0.425,0.0,0.322,-7.301,0.0333,102.078,3,2020-08-14,2020-08-21
Conversations,Legends Never Die,Juice WRLD,2020-07-10,181661,82,0.747,0.176,0.747,0.622,0.0,0.151,-5.825,0.0838,159.93,4,2020-08-14,2020-08-21
Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,2019-09-13,176218,76,0.785,0.0149,0.785,0.721,0.00432,0.285,-5.457,0.0506,121.962,4,2020-08-14,2020-08-21
Lemonade,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2020-08-14,195428,93,0.799,0.256,0.799,0.66,0.0,0.111,-6.153,0.079,140.04,4,2020-08-14,2020-08-21
GREECE (feat. Drake),GREECE (feat. Drake),DJ Khaled,2020-07-16,218901,86,0.695,0.0743,0.695,0.343,1.04e-06,0.107,-10.798,0.0432,85.84,4,2020-08-14,2020-08-21
Party Girl,Fallin',StaySolidRocky,2020-07-15,147800,78,0.73,0.747,0.73,0.439,0.0,0.0988,-9.864,0.0609,130.09,4,2020-08-14,2020-08-21
Go Crazy,Slime & B,Chris Brown,2020-05-08,176960,88,0.755,0.316,0.755,0.578,0.0,0.25,-8.932,0.145,94.148,4,2020-08-14,2020-08-21
Rags2Riches 2 (feat. Lil Baby),Pray 4 Love (Deluxe),Rod Wave,2020-08-07,235987,80,0.874,0.147,0.874,0.443,0.0,0.124,-9.628,0.241,118.004,4,2020-08-14,2020-08-21
exile (feat. Bon Iver),folklore,Taylor Swift,2020-07-24,285634,84,0.298,0.778,0.298,0.38,5.62e-05,0.11,-8.426,0.0287,75.602,4,2020-08-14,2020-08-21
cardigan,folklore,Taylor Swift,2020-07-24,239560,85,0.613,0.537,0.613,0.581,0.000345,0.25,-8.588,0.0424,130.033,4,2020-08-14,2020-08-21
Hate The Other Side (with Marshmello & The Kid Laroi),Legends Never Die,Juice WRLD,2020-07-10,160212,85,0.701,0.291,0.701,0.65,0.0,0.112,-6.313,0.104,90.003,4,2020-08-14,2020-08-21
We Paid (feat. 42 Dugg),My Turn (Deluxe),Lil Baby,2020-05-01,181929,82,0.926,0.135,0.926,0.542,0.0,0.0877,-5.064,0.293,135.14,4,2020-08-14,2020-08-21
my future,my future,Billie Eilish,2020-07-30,208155,84,0.444,0.795,0.444,0.309,0.132,0.352,-10.956,0.062,104.745,4,2020-08-14,2020-08-21
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,196652,90,0.896,0.104,0.896,0.586,0.0,0.79,-6.687,0.0559,116.971,4,2020-08-14,2020-08-21
the 1,folklore,Taylor Swift,2020-07-24,210251,82,0.777,0.757,0.777,0.357,7.28e-06,0.108,-6.942,0.0522,139.883,4,2020-08-14,2020-08-21
death bed (coffee for your head),death bed (coffee for your head),Powfu,2020-02-08,173333,90,0.726,0.731,0.726,0.431,0.0,0.696,-8.765,0.135,144.026,4,2020-08-14,2020-08-21
Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),Kane Brown,2020-07-10,191406,85,0.727,0.0469,0.727,0.626,2.58e-05,0.126,-8.415,0.0726,86.97,4,2020-08-14,2020-08-21
Righteous,Legends Never Die,Juice WRLD,2020-07-10,242180,85,0.706,0.0417,0.706,0.625,0.0,0.129,-7.426,0.0314,142.948,4,2020-08-14,2020-08-21
Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,2018-12-10,239835,89,0.511,0.349,0.511,0.566,0.0,0.34,-7.23,0.2,83.903,4,2020-08-14,2020-08-21
DOLLAZ ON MY HEAD (feat. Young Thug),WUNNA,Gunna,2020-05-22,197760,83,0.825,0.114,0.825,0.458,0.0,0.102,-7.47,0.0577,145.115,4,2020-08-14,2020-08-21
Circles,Hollywood's Bleeding,Post Malone,2019-09-06,215280,90,0.695,0.192,0.695,0.762,0.00244,0.0863,-3.497,0.0395,120.042,4,2020-08-14,2020-08-21
Got It On Me,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,164579,84,0.688,0.00815,0.688,0.647,1.65e-05,0.095,-7.258,0.19,88.834,4,2020-08-14,2020-08-21
All Girls Are The Same,Goodbye & Good Riddance,Juice WRLD,2018-12-10,165819,88,0.671,0.0769,0.671,0.529,0.000335,0.0856,-7.226,0.307,161.989,4,2020-08-14,2020-08-21
Sunflower - Spider-Man: Into the Spider-Verse,Hollywood's Bleeding,Post Malone,2019-09-06,157560,83,0.755,0.533,0.755,0.522,0.0,0.0685,-4.368,0.0575,89.96,4,2020-08-14,2020-08-21
my ex's best friend (with blackbear),my ex's best friend (with blackbear),Machine Gun Kelly,2020-08-07,138970,60,0.728,0.00391,0.728,0.685,0.0,0.152,-5.096,0.0433,124.934,4,2020-08-14,2020-08-21
Robbery,Death Race For Love,Juice WRLD,2019-03-08,240050,89,0.685,0.328,0.685,0.692,0.0,0.153,-5.122,0.0457,159.966,5,2020-08-14,2020-08-21
Sunday Best,Where the Light Is,Surfaces,2019-01-06,158571,86,0.878,0.183,0.878,0.525,0.0,0.0714,-6.832,0.0578,112.022,4,2020-08-14,2020-08-21
21,THE GOAT,Polo G,2020-05-15,163797,84,0.783,0.149,0.783,0.479,0.0,0.101,-10.646,0.541,176.027,4,2020-08-14,2020-08-21
Electric Love,Dopamine,BØRNS,2015-10-16,218106,87,0.611,0.00543,0.611,0.797,0.00137,0.26,-7.627,0.0533,120.041,4,2020-08-14,2020-08-21
UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),J Balvin,2020-07-24,232253,92,0.571,0.00536,0.571,0.693,0.0,0.173,-8.234,0.0545,168.169,4,2020-08-14,2020-08-21
GO (feat. Juice WRLD),F*CK LOVE,The Kid LAROI,2020-07-24,181688,84,0.487,0.157,0.487,0.74,0.0,0.612,-4.973,0.0944,73.779,4,2020-08-14,2020-08-21
Tap In,Tap In,Saweetie,2020-06-17,139413,81,0.954,0.00576,0.954,0.696,0.000498,0.0754,-7.117,0.204,100.036,4,2020-08-14,2020-08-21
Flex (feat. Juice WRLD),THE GOAT,Polo G,2020-05-15,163902,82,0.752,0.0538,0.752,0.673,0.0,0.133,-5.792,0.153,164.009,4,2020-08-14,2020-08-21
Adore You,Fine Line,Harry Styles,2019-12-13,207133,88,0.676,0.0237,0.676,0.771,7e-06,0.102,-3.675,0.0483,99.048,4,2020-08-14,2020-08-21
Toosie Slide,Dark Lane Demo Tapes,Drake,2020-05-01,247058,80,0.83,0.289,0.83,0.49,3.04e-06,0.113,-8.82,0.209,81.604,4,2020-08-14,2020-08-21
After Party,Heaven Or Hell,Don Toliver,2020-03-13,167915,86,0.629,0.00981,0.629,0.692,0.331,0.603,-8.045,0.0376,162.948,4,2020-08-14,2020-08-21
Life Is Good (feat. Drake),High Off Life,Future,2020-05-15,237918,79,0.795,0.067,0.795,0.574,0.0,0.15,-6.903,0.487,142.053,4,2020-08-14,2020-08-21
Life's A Mess (feat. Halsey),Legends Never Die,Juice WRLD,2020-07-10,202193,81,0.63,0.337,0.63,0.446,0.0,0.166,-8.9,0.0351,143.078,4,2020-08-14,2020-08-21
WHATS POPPIN,Sweet Action,Jack Harlow,2020-03-13,139741,85,0.923,0.017,0.923,0.604,0.0,0.272,-6.671,0.245,145.062,4,2020-08-14,2020-08-21
Rags2Riches (feat. ATR Son Son),Pray 4 Love,Rod Wave,2020-04-03,167183,78,0.904,0.294,0.904,0.252,0.0,0.104,-17.54,0.11,117.994,4,2020-08-14,2020-08-21
Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,2019-11-22,215106,86,0.459,0.604,0.459,0.575,0.0,0.0885,-4.858,0.0573,111.881,4,2020-08-14,2020-08-21
Breaking Me,Breaking Me,Topic,2019-12-19,166793,91,0.789,0.223,0.789,0.72,0.0,0.129,-5.652,0.218,122.031,4,2020-08-14,2020-08-21
Intentions (feat. Quavo),Changes,Justin Bieber,2020-02-14,212866,83,0.806,0.3,0.806,0.546,0.0,0.102,-6.637,0.0575,147.986,4,2020-08-14,2020-08-21
Savage Remix (feat. Beyoncé),Savage Remix (feat. Beyoncé),Megan Thee Stallion,2020-04-29,242000,82,0.822,0.016,0.822,0.743,0.0,0.127,-4.772,0.28,84.459,4,2020-08-14,2020-08-21
Prospect (ft. Lil Baby),I'm Gone,iann dior,2020-06-12,226313,73,0.816,0.203,0.816,0.579,0.0,0.127,-6.097,0.0867,120.078,4,2020-08-14,2020-08-21
Girls in the Hood,Girls in the Hood,Megan Thee Stallion,2020-06-26,154323,80,0.821,0.00824,0.821,0.863,0.0,0.0377,-3.159,0.353,180.013,4,2020-08-14,2020-08-21
Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,182160,91,0.501,0.751,0.501,0.405,0.0,0.105,-5.679,0.0319,109.891,4,2020-08-14,2020-08-21
Rain On Me (with Ariana Grande),Chromatica,Lady Gaga,2020-05-29,182200,82,0.672,0.021,0.672,0.855,0.0,0.323,-3.764,0.0397,123.056,4,2020-08-14,2020-08-21
THE SCOTTS,THE SCOTTS,THE SCOTTS,2020-04-24,165977,86,0.716,0.233,0.716,0.537,0.0,0.157,-7.648,0.0514,129.979,4,2020-08-14,2020-08-21
the last great american dynasty,folklore,Taylor Swift,2020-07-24,230999,78,0.686,0.467,0.686,0.662,0.0023,0.109,-8.505,0.0413,147.922,4,2020-08-14,2020-08-21
Dior,Meet The Woo,Pop Smoke,2019-07-26,216386,86,0.548,0.212,0.548,0.805,0.000389,0.408,-5.732,0.351,142.094,4,2020-08-14,2020-08-21
Narrow Road (feat. Lil Baby),Top Shotta,NLE Choppa,2020-08-10,240297,68,0.614,0.0306,0.614,0.553,0.0,0.203,-8.225,0.169,159.999,4,2020-08-14,2020-08-21
august,folklore,Taylor Swift,2020-07-24,261922,79,0.532,0.538,0.532,0.623,7.28e-05,0.0925,-9.208,0.0331,89.937,4,2020-08-14,2020-08-21
Stunnin' (feat. Harm Franklin),Stunnin' (feat. Harm Franklin),Curtis Waters,2020-05-19,144000,80,0.885,0.33,0.885,0.685,0.0,0.148,-6.429,0.0627,99.954,4,2020-08-14,2020-08-21
The Bigger Picture,The Bigger Picture,Lil Baby,2020-06-12,252728,77,0.59,0.0127,0.59,0.618,0.0,0.244,-5.756,0.334,96.459,3,2020-08-14,2020-08-21
you broke me first,you broke me first,Tate McRae,2020-04-17,169265,94,0.642,0.786,0.642,0.374,0.0,0.0906,-9.386,0.0545,124.099,4,2020-08-14,2020-08-21
Walk Em Down (feat. Roddy Ricch),Top Shotta,NLE Choppa,2020-08-10,173288,74,0.867,0.268,0.867,0.744,0.0,0.0713,-5.171,0.227,84.005,4,2020-08-14,2020-08-21
goosebumps,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,243836,89,0.841,0.0847,0.841,0.728,0.0,0.149,-3.37,0.0484,130.049,4,2020-08-14,2020-08-21
Break My Heart,Future Nostalgia,Dua Lipa,2020-03-27,221820,86,0.73,0.167,0.73,0.729,1.39e-06,0.349,-3.434,0.0883,113.013,4,2020-08-14,2020-08-21
Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake,2020-05-01,220487,84,0.735,0.629,0.735,0.449,0.0,0.113,-7.507,0.347,122.947,4,2020-08-14,2020-08-21
Whiskey Glasses,If I Know Me,Morgan Wallen,2018-04-27,234346,81,0.614,0.369,0.614,0.68,1.84e-06,0.115,-4.58,0.0289,149.959,4,2020-08-14,2020-08-21
my tears ricochet,folklore,Taylor Swift,2020-07-24,255893,78,0.456,0.806,0.456,0.263,0.0,0.0749,-10.63,0.0332,129.86,4,2020-08-14,2020-08-21
Blood On My Jeans,Legends Never Die,Juice WRLD,2020-07-10,154767,80,0.868,0.183,0.868,0.55,0.0,0.109,-6.417,0.226,117.943,4,2020-08-14,2020-08-21
Chasin' You,If I Know Me,Morgan Wallen,2018-04-27,205453,80,0.631,0.657,0.631,0.591,0.0,0.11,-5.785,0.0277,97.074,4,2020-08-14,2020-08-21
hot girl bummer,hot girl bummer,blackbear,2019-08-23,185093,46,0.778,0.128,0.778,0.559,0.0,0.399,-7.109,0.0776,129.989,1,2020-08-14,2020-08-21
Bandit (with YoungBoy Never Broke Again),Bandit (with YoungBoy Never Broke Again),Juice WRLD,2019-10-04,189322,85,0.474,0.0687,0.474,0.631,0.0,0.132,-5.884,0.343,180.051,4,2020-08-14,2020-08-21
More Than My Hometown,More Than My Hometown,Morgan Wallen,2020-04-17,216573,47,0.621,0.601,0.621,0.882,0.0,0.132,-5.01,0.0459,126.014,4,2020-08-14,2020-08-21
ROXANNE,ROXANNE,Arizona Zervas,2019-10-10,163636,88,0.621,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,116.735,5,2020-08-14,2020-08-21
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,2019-10-04,175720,89,0.598,0.0546,0.598,0.427,5.83e-06,0.21,-8.764,0.0317,76.469,4,2020-08-14,2020-08-21
Falling,Nicotine,Trevor Daniel,2020-03-26,159381,79,0.784,0.123,0.784,0.43,0.0,0.0887,-8.756,0.0364,127.087,4,2020-08-14,2020-08-21
Be Kind (with Halsey),Be Kind (with Halsey),Marshmello,2020-05-01,172761,86,0.63,0.00776,0.63,0.633,0.0,0.0541,-7.088,0.0457,93.995,4,2020-08-14,2020-08-21
Ballin' (with Roddy Ricch),Perfect Ten,Mustard,2019-06-28,180434,85,0.809,0.392,0.809,0.545,0.0,0.151,-6.678,0.0735,97.008,4,2020-08-14,2020-08-21
3 Headed Goat (feat. Lil Baby & Polo G),Just Cause Y'all Waited 2,Lil Durk,2020-05-08,169531,78,0.837,0.268,0.837,0.482,0.0,0.0991,-8.608,0.365,143.01,4,2020-08-14,2020-08-21
Stuck with U (with Justin Bieber),Stuck with U,Ariana Grande,2020-05-08,228482,89,0.597,0.223,0.597,0.45,0.0,0.382,-6.658,0.0418,178.765,3,2020-08-14,2020-08-21
invisible string,folklore,Taylor Swift,2020-07-24,252880,77,0.653,0.838,0.653,0.452,7.73e-05,0.108,-11.143,0.055,83.433,4,2020-08-14,2020-08-21
Still Don't Know My Name,Euphoria (Original Score from the HBO Series),Labrinth,2019-10-04,153294,86,0.316,0.471,0.316,0.63,0.262,0.205,-5.963,0.117,89.643,1,2020-08-14,2020-08-21
Heartless (feat. Morgan Wallen),Diplo Presents Thomas Wesley Chapter 1: Snake Oil,Diplo,2020-05-29,169226,79,0.765,0.275,0.765,0.556,0.0,0.0824,-6.417,0.0512,111.033,4,2020-08-14,2020-08-21
Money Trees,"good kid, m.A.A.d city",Kendrick Lamar,2012,386906,77,0.716,0.0703,0.716,0.531,0.0,0.224,-7.355,0.122,71.994,4,2020-08-14,2020-08-21
Are You Bored Yet? (feat. Clairo),Nothing Happens,Wallows,2019-03-22,178000,86,0.682,0.156,0.682,0.683,2.32e-05,0.273,-6.444,0.0287,120.023,4,2020-08-14,2020-08-21
SICKO MODE,ASTROWORLD,Travis Scott,2018-08-03,312820,88,0.834,0.00513,0.834,0.73,0.0,0.124,-3.714,0.222,155.008,4,2020-08-14,2020-08-21
High Fashion (feat. Mustard),Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,220486,83,0.831,0.269,0.831,0.499,0.0,0.3,-8.442,0.114,97.956,4,2020-08-14,2020-08-21
ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),Surf Mesa,2019-11-26,176546,88,0.674,0.0686,0.674,0.774,0.00188,0.393,-7.567,0.0892,112.05,4,2020-08-14,2020-08-21
Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,88,0.872,0.469,0.872,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4,2020-08-14,2020-08-21
Don't Start Now,Future Nostalgia,Dua Lipa,2020-03-27,183290,85,0.793,0.0123,0.793,0.793,0.0,0.0951,-4.521,0.083,123.95,4,2020-08-14,2020-08-21
Patek,Patek,Future,2020-07-30,280665,74,0.801,0.00301,0.801,0.596,0.0,0.162,-4.72,0.0534,120.028,4,2020-08-14,2020-08-21
Stay High,Legends Never Die,Juice WRLD,2020-07-10,168684,81,0.745,0.439,0.745,0.5,0.0,0.0943,-6.184,0.135,76.968,4,2020-08-14,2020-08-21
betty,folklore,Taylor Swift,2020-07-24,294521,78,0.593,0.6,0.593,0.377,0.0,0.0976,-8.761,0.0253,95.939,4,2020-08-14,2020-08-21
BOP,KIRK,DaBaby,2019-09-27,159714,85,0.769,0.189,0.769,0.787,0.0,0.129,-3.909,0.367,126.77,4,2020-08-14,2020-08-21
mirrorball,folklore,Taylor Swift,2020-07-24,208977,76,0.553,0.687,0.553,0.413,2.33e-06,0.0594,-10.037,0.0334,110.107,4,2020-08-14,2020-08-21
Dance Monkey,Dance Monkey,Tones And I,2019-05-10,209754,71,0.825,0.688,0.825,0.593,0.000161,0.17,-6.401,0.0988,98.078,4,2020-08-14,2020-08-21
3 Musketeers,3 Musketeers,ppcocaine,2020-07-07,166857,76,0.91,0.258,0.91,0.617,0.0,0.122,-10.234,0.0847,104.972,4,2020-08-14,2020-08-21
Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,2020-01-17,210800,87,0.808,0.145,0.808,0.745,0.0,0.292,-5.26,0.342,165.995,4,2020-08-14,2020-08-21
seven,folklore,Taylor Swift,2020-07-24,208906,76,0.596,0.9,0.596,0.488,2.7e-05,0.091,-10.769,0.0274,94.926,4,2020-08-14,2020-08-21
Nobody's Love,Nobody's Love,Maroon 5,2020-07-24,211253,79,0.486,0.31,0.486,0.567,0.0,0.0949,-6.456,0.0379,93.68,4,2020-08-14,2020-08-21
Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,2020-07-03,166028,93,0.734,0.168,0.734,0.874,1.14e-05,0.0489,-3.158,0.0662,122.953,4,2020-08-14,2020-08-21
SLOW DANCING IN THE DARK,BALLADS 1,Joji,2018-10-26,209273,86,0.515,0.544,0.515,0.479,0.00598,0.191,-7.458,0.0261,88.964,4,2020-08-14,2020-08-21
Supalonely,STELLA & STEVE,BENEE,2019-11-15,223480,84,0.863,0.305,0.863,0.631,3.04e-05,0.123,-4.689,0.0534,128.977,4,2020-08-14,2020-08-21
everything i wanted,everything i wanted,Billie Eilish,2019-11-13,245425,88,0.704,0.902,0.704,0.225,0.657,0.106,-14.454,0.0994,120.006,4,2020-08-14,2020-08-21
Tell Me U Luv Me (with Trippie Redd),Legends Never Die,Juice WRLD,2020-07-10,180129,79,0.66,0.291,0.66,0.76,0.0,0.632,-5.726,0.0787,127.984,4,2020-08-14,2020-08-21
If the World Was Ending - feat. Julia Michaels,If the World Was Ending (feat. Julia Michaels),JP Saxe,2019-10-17,208687,88,0.464,0.866,0.464,0.473,0.0,0.109,-10.086,0.129,75.801,4,2020-08-14,2020-08-21
Bad Energy,Legends Never Die,Juice WRLD,2020-07-10,186749,79,0.654,0.17,0.654,0.452,0.0,0.114,-6.36,0.0439,138.034,4,2020-08-14,2020-08-21
