name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,start_date,end_date
Robbery,Death Race For Love,Juice WRLD,2019-03-08,240050,89,0.685,0.328,0.685,0.692,0.0,0.153,-5.122,0.0457,159.966,5,2020-01-03,2020-01-10
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,194087,89,0.701,0.328,0.701,0.425,0.13,0.1,-10.965,0.375,135.128,4,2020-01-03,2020-01-10
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,JACKBOYS,JACKBOYS,2019-12-27,244873,74,0.559,0.0567,0.559,0.491,0.0,0.0992,-6.406,0.0346,153.131,4,2020-01-03,2020-01-10
"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",MONTANA,French Montana,2019-12-06,201270,63,0.774,0.288,0.774,0.836,2.44e-05,0.0824,-2.323,0.152,112.014,4,2020-01-03,2020-01-10
Ransom,We Love You Tecca,Lil Tecca,2019-08-30,131240,84,0.745,0.0204,0.745,0.642,0.0,0.0658,-6.257,0.287,179.974,4,2020-01-03,2020-01-10
TOES (feat. Lil Baby & Moneybagg Yo),KIRK,DaBaby,2019-09-27,136366,78,0.816,0.0794,0.816,0.582,5.84e-06,0.0916,-4.141,0.341,160.004,4,2020-01-03,2020-01-10
Truth Hurts,Cuz I Love You (Deluxe),Lizzo,2019-05-03,173325,72,0.715,0.11,0.715,0.624,0.0,0.123,-3.046,0.114,158.087,4,2020-01-03,2020-01-10
223's (feat. 9lokknine),Melly vs. Melvin,YNW Melly,2019-11-22,176640,72,0.932,0.0388,0.932,0.547,0.0,0.0924,-7.787,0.333,94.998,4,2020-01-03,2020-01-10
Hot (Remix) [feat. Gunna and Travis Scott],So Much Fun (Deluxe),Young Thug,2019-12-20,279906,72,0.845,0.188,0.845,0.631,0.0,0.0806,-8.206,0.216,111.983,4,2020-01-03,2020-01-10
Falling,Fine Line,Harry Styles,2019-12-13,240133,88,0.567,0.839,0.567,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4,2020-01-03,2020-01-10
"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",Dan + Shay,2019-10-04,167693,86,0.654,0.153,0.654,0.63,0.0,0.111,-4.644,0.0259,89.991,4,2020-01-03,2020-01-10
Stuck In A Dream (feat. Gunna),Certified Hitmaker,Lil Mosey,2019-11-08,123560,79,0.748,0.484,0.748,0.648,0.0,0.126,-6.445,0.0816,139.952,4,2020-01-03,2020-01-10
Money In The Grave (Drake ft. Rick Ross),The Best In The World Pack,Drake,2019-06-15,205426,82,0.831,0.101,0.831,0.502,0.0,0.122,-4.045,0.046,100.541,4,2020-01-03,2020-01-10
Señorita,Shawn Mendes (Deluxe),Shawn Mendes,2019-06-19,190799,83,0.759,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,116.967,4,2020-01-03,2020-01-10
Goodbyes (Feat. Young Thug),Goodbyes (Feat. Young Thug),Post Malone,2019-07-05,174960,13,0.58,0.447,0.58,0.653,0.0,0.111,-3.818,0.0745,150.231,4,2020-01-03,2020-01-10
No Guidance (feat. Drake),Indigo,Chris Brown,2019-06-28,260640,84,0.696,0.123,0.696,0.454,0.0,0.155,-6.756,0.153,92.928,4,2020-01-03,2020-01-10
Death,A Love Letter To You 4,Trippie Redd,2019-11-22,172195,69,0.802,0.0579,0.802,0.82,0.0,0.149,-5.969,0.146,164.005,4,2020-01-03,2020-01-10
Start Wit Me (feat. Gunna),Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,158691,73,0.886,0.077,0.886,0.479,0.0,0.135,-8.054,0.334,130.029,4,2020-01-03,2020-01-10
Therefore I Am,Therefore I Am,Billie Eilish,2020-11-12,174321,96,0.889,0.218,0.889,0.34,0.13,0.055,-7.773,0.0697,94.009,4,2020-11-13,2020-11-20
positions,Positions,Ariana Grande,2020-10-30,172324,98,0.737,0.468,0.737,0.802,0.0,0.0931,-4.771,0.0878,144.015,4,2020-11-13,2020-11-20
Dakiti,Dakiti,Bad Bunny,2020-10-30,205090,100,0.731,0.401,0.731,0.573,5.22e-05,0.113,-10.059,0.0544,109.928,4,2020-11-13,2020-11-20
"Lemonade (feat. Gunna, Don Toliver & NAV)",B4 The Storm,Internet Money,2020-08-28,195428,90,0.8,0.25,0.8,0.658,0.0,0.111,-6.142,0.079,140.042,4,2020-11-13,2020-11-20
Mood (feat. iann dior),Mood (feat. iann dior),24kGoldn,2020-07-24,140525,99,0.7,0.221,0.7,0.722,0.0,0.272,-3.558,0.0369,90.989,4,2020-11-13,2020-11-20
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,190476,94,0.823,0.114,0.823,0.586,0.0,0.193,-6.606,0.2,125.971,4,2020-11-13,2020-11-20
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,187541,95,0.935,0.0194,0.935,0.454,0.0,0.0824,-7.509,0.375,133.073,4,2020-11-13,2020-11-20
pov,Positions,Ariana Grande,2020-10-30,201882,90,0.487,0.36,0.487,0.534,0.0,0.1,-5.664,0.0555,131.798,4,2020-11-13,2020-11-20
34+35,Positions,Ariana Grande,2020-10-30,173710,95,0.83,0.237,0.83,0.585,0.0,0.248,-6.476,0.094,109.978,4,2020-11-13,2020-11-20
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,160000,96,0.709,0.65,0.709,0.548,1.59e-06,0.133,-8.493,0.353,83.995,4,2020-11-13,2020-11-20
Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,2020-08-14,261492,92,0.761,0.244,0.761,0.518,3.47e-05,0.107,-8.871,0.134,133.976,4,2020-11-13,2020-11-20
Drankin N Smokin,Pluto x Baby Pluto,Future,2020-11-13,213520,83,0.752,0.0421,0.752,0.658,0.0,0.0927,-6.297,0.342,151.951,4,2020-11-13,2020-11-20
Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,2020-10-16,149297,95,0.631,0.864,0.631,0.239,0.0,0.116,-7.071,0.0398,79.859,4,2020-11-13,2020-11-20
HOLIDAY,HOLIDAY,Lil Nas X,2020-11-13,154997,92,0.81,0.12,0.81,0.511,0.0,0.0832,-6.924,0.164,151.947,4,2020-11-13,2020-11-20
Tyler Herro,Tyler Herro,Jack Harlow,2020-10-22,156497,89,0.794,0.11,0.794,0.756,0.0,0.247,-7.16,0.136,123.066,4,2020-11-13,2020-11-20
Come & Go (with Marshmello),Legends Never Die,Juice WRLD,2020-07-10,205484,89,0.625,0.0172,0.625,0.814,0.0,0.158,-5.181,0.0657,144.991,4,2020-11-13,2020-11-20
Holy (feat. Chance The Rapper),Holy,Justin Bieber,2020-09-18,212093,94,0.673,0.196,0.673,0.704,0.0,0.0898,-8.056,0.36,86.919,4,2020-11-13,2020-11-20
Hawái - Remix,Hawái (Remix),Maluma,2020-11-05,200481,91,0.766,0.105,0.766,0.788,5.81e-06,0.142,-3.128,0.312,179.984,4,2020-11-13,2020-11-20
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,2020-04-17,181733,94,0.746,0.247,0.746,0.69,0.0,0.101,-7.956,0.164,89.977,4,2020-11-13,2020-11-20
Put Your Records On,Put Your Records On,Ritt Momney,2020-04-24,210463,92,0.399,0.0563,0.399,0.491,0.00089,0.11,-10.778,0.0538,91.066,4,2020-11-13,2020-11-20
Blinding Lights,After Hours,The Weeknd,2020-03-20,200040,97,0.514,0.00146,0.514,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005,4,2020-11-13,2020-11-20
Heather,Kid Krow,Conan Gray,2020-03-20,198040,93,0.357,0.584,0.357,0.425,0.0,0.322,-7.301,0.0333,102.078,3,2020-11-13,2020-11-20
All I Want for Christmas Is You,Merry Christmas,Mariah Carey,1994-11-01,241106,97,0.336,0.164,0.336,0.627,0.0,0.0708,-7.463,0.0384,150.273,4,2020-11-13,2020-11-20
Wishing Well,Legends Never Die,Juice WRLD,2020-07-10,194621,90,0.65,0.00336,0.65,0.613,0.0,0.267,-6.13,0.128,149.972,4,2020-11-13,2020-11-20
SO DONE,F*CK LOVE (SAVAGE),The Kid LAROI,2020-11-06,126521,83,0.719,0.232,0.719,0.598,0.0,0.115,-6.254,0.077,142.592,4,2020-11-13,2020-11-20
Stripes Like Burberry,Pluto x Baby Pluto,Future,2020-11-13,274313,74,0.758,0.216,0.758,0.574,0.0,0.144,-7.833,0.217,144.081,4,2020-11-13,2020-11-20
you broke me first,you broke me first,Tate McRae,2020-04-17,169265,94,0.642,0.786,0.642,0.374,0.0,0.0906,-9.386,0.0545,124.099,4,2020-11-13,2020-11-20
Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,2020-03-27,203064,83,0.702,0.00883,0.702,0.825,0.0,0.0674,-3.787,0.0601,102.977,4,2020-11-13,2020-11-20
That’s It,Pluto x Baby Pluto,Future,2020-11-13,228796,79,0.94,0.12,0.94,0.532,0.0,0.0925,-5.998,0.358,123.043,4,2020-11-13,2020-11-20
Forever After All,What You See Ain't Always What You Get (Deluxe Edition),Luke Combs,2020-10-23,232533,85,0.487,0.191,0.487,0.65,0.0,0.0933,-5.195,0.0253,151.964,4,2020-11-13,2020-11-20
Sofia,Immunity,Clairo,2019-08-02,188386,90,0.744,0.598,0.744,0.619,0.00372,0.231,-9.805,0.039,112.997,4,2020-11-13,2020-11-20
Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,174000,93,0.548,0.122,0.548,0.816,0.0,0.335,-4.209,0.0465,95.39,4,2020-11-13,2020-11-20
Runnin,SAVAGE MODE II,21 Savage,2020-10-02,195906,86,0.819,0.00748,0.819,0.626,0.101,0.167,-4.574,0.202,143.01,4,2020-11-13,2020-11-20
Martin & Gina,THE GOAT,Polo G,2020-05-15,132832,87,0.832,0.345,0.832,0.534,0.0,0.165,-7.813,0.253,93.924,4,2020-11-13,2020-11-20
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",Jack Harlow,2020-06-24,227478,88,0.904,0.0631,0.904,0.723,0.0,0.185,-5.224,0.26,145.013,4,2020-11-13,2020-11-20
Whoopty,Whoopty,CJ,2020-08-20,123428,92,0.711,0.19,0.711,0.598,0.0,0.15,-7.621,0.182,140.175,4,2020-11-13,2020-11-20
All Girls Are The Same,Goodbye & Good Riddance,Juice WRLD,2018-12-10,165819,88,0.671,0.0769,0.671,0.529,0.000335,0.0856,-7.226,0.307,161.989,4,2020-11-13,2020-11-20
Rockin' Around The Christmas Tree,Merry Christmas From Brenda Lee,Brenda Lee,1964-10-19,126266,94,0.589,0.614,0.589,0.472,0.0,0.505,-8.749,0.0502,67.196,4,2020-11-13,2020-11-20
Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),Kane Brown,2020-07-10,191406,85,0.727,0.0469,0.727,0.626,2.58e-05,0.126,-8.415,0.0726,86.97,4,2020-11-13,2020-11-20
Dreams - 2004 Remaster,Rumours (Super Deluxe),Fleetwood Mac,1977-02-04,257800,89,0.828,0.0644,0.828,0.492,0.00428,0.128,-9.744,0.0276,120.151,4,2020-11-13,2020-11-20
my ex's best friend (with blackbear),Tickets To My Downfall,Machine Gun Kelly,2020-09-25,139460,88,0.731,0.00473,0.731,0.675,0.0,0.141,-5.134,0.0434,124.939,4,2020-11-13,2020-11-20
Blueberry Faygo,Certified Hitmaker,Lil Mosey,2020-02-06,162546,85,0.774,0.207,0.774,0.554,0.0,0.132,-7.909,0.0383,99.034,4,2020-11-13,2020-11-20
Starting Over,Starting Over,Chris Stapleton,2020-11-13,240413,71,0.638,0.452,0.638,0.538,0.000415,0.0695,-8.445,0.0315,89.124,4,2020-11-13,2020-11-20
Dynamite,Dynamite (DayTime Version),BTS,2020-08-28,199053,93,0.746,0.0112,0.746,0.765,0.0,0.0936,-4.41,0.0993,114.044,4,2020-11-13,2020-11-20
Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,2018-12-10,239835,89,0.511,0.349,0.511,0.566,0.0,0.34,-7.23,0.2,83.903,4,2020-11-13,2020-11-20
Jingle Bell Rock,The Classic Years: 1956-1962,Bobby Helms,1992-01-01,130973,82,0.754,0.643,0.754,0.424,0.0,0.0652,-8.463,0.0363,119.705,4,2020-11-13,2020-11-20
Real Baby Pluto,Pluto x Baby Pluto,Future,2020-11-13,196636,72,0.898,0.0165,0.898,0.567,0.0,0.109,-6.446,0.302,141.973,4,2020-11-13,2020-11-20
Wonder,Wonder,Shawn Mendes,2020-10-02,172692,91,0.333,0.131,0.333,0.637,1.8e-05,0.149,-4.904,0.0581,139.898,4,2020-11-13,2020-11-20
motive (with Doja Cat),Positions,Ariana Grande,2020-10-30,167989,86,0.789,0.0681,0.789,0.742,0.0,0.166,-5.664,0.0652,116.965,4,2020-11-13,2020-11-20
Last Christmas,LAST CHRISTMAS,Wham!,1984-11-29,262960,88,0.735,0.189,0.735,0.478,2.48e-06,0.355,-12.472,0.0293,107.682,4,2020-11-13,2020-11-20
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,196652,90,0.896,0.104,0.896,0.586,0.0,0.79,-6.687,0.0559,116.971,4,2020-01-10,2020-01-17
Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,2020-01-10,237735,86,0.676,0.0706,0.676,0.609,0.0,0.152,-5.831,0.481,142.037,4,2020-01-10,2020-01-17
Good News,Good News,Mac Miller,2020-01-09,342040,67,0.794,0.853,0.794,0.32,0.134,0.112,-12.92,0.173,174.088,4,2020-01-10,2020-01-17
ROXANNE,ROXANNE,Arizona Zervas,2019-10-10,163636,88,0.621,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,116.735,5,2020-01-10,2020-01-17
BOP,KIRK,DaBaby,2019-09-27,159714,85,0.769,0.189,0.769,0.787,0.0,0.129,-3.909,0.367,126.77,4,2020-01-10,2020-01-17
Yummy,Yummy,Justin Bieber,2020-01-03,210426,79,0.687,0.366,0.687,0.514,0.0,0.116,-6.612,0.0897,145.921,4,2020-01-10,2020-01-17
Circles,Hollywood's Bleeding,Post Malone,2019-09-06,215280,90,0.695,0.192,0.695,0.762,0.00244,0.0863,-3.497,0.0395,120.042,4,2020-01-10,2020-01-17
Falling,Falling,Trevor Daniel,2018-10-05,159381,87,0.785,0.123,0.785,0.431,0.0,0.0887,-8.756,0.0364,127.085,4,2020-01-10,2020-01-17
Futsal Shuffle 2020,Futsal Shuffle 2020,Lil Uzi Vert,2019-12-12,198912,73,0.881,0.0327,0.881,0.457,0.0,0.231,-8.191,0.156,136.97,4,2020-01-10,2020-01-17
Suicidal,Melly vs. Melvin,YNW Melly,2019-11-22,222997,81,0.735,0.334,0.735,0.369,0.0,0.126,-9.682,0.0688,140.004,4,2020-01-10,2020-01-17
Bandit (with YoungBoy Never Broke Again),Bandit (with YoungBoy Never Broke Again),Juice WRLD,2019-10-04,189322,85,0.474,0.0687,0.474,0.631,0.0,0.132,-5.884,0.343,180.051,4,2020-01-10,2020-01-17
Rare,Rare,Selena Gomez,2020-01-10,220589,76,0.838,0.208,0.838,0.545,8.01e-05,0.103,-6.713,0.0706,114.998,4,2020-01-10,2020-01-17
Dance Monkey,Dance Monkey,Tones And I,2019-05-10,209754,71,0.825,0.688,0.825,0.593,0.000161,0.17,-6.401,0.0988,98.078,4,2020-01-10,2020-01-17
Ballin' (with Roddy Ricch),Perfect Ten,Mustard,2019-06-28,180434,85,0.809,0.392,0.809,0.545,0.0,0.151,-6.678,0.0735,97.008,4,2020-01-10,2020-01-17
You should be sad,You should be sad,Halsey,2020-01-10,205473,4,0.591,0.143,0.591,0.585,0.0,0.109,-6.35,0.0277,110.94,4,2020-01-10,2020-01-17
Blinding Lights,Blinding Lights,The Weeknd,2019-11-29,201573,26,0.513,0.00147,0.513,0.796,0.000209,0.0938,-4.075,0.0629,171.017,4,2020-01-10,2020-01-17
everything i wanted,everything i wanted,Billie Eilish,2019-11-13,245425,88,0.704,0.902,0.704,0.225,0.657,0.106,-14.454,0.0994,120.006,4,2020-01-10,2020-01-17
Sum 2 Prove,Sum 2 Prove,Lil Baby,2020-01-10,205760,75,0.823,0.0174,0.823,0.552,0.0,0.122,-7.57,0.324,124.038,4,2020-01-10,2020-01-17
Lose You To Love Me,Rare,Selena Gomez,2020-01-10,206458,85,0.488,0.556,0.488,0.343,0.0,0.21,-8.985,0.0436,102.819,4,2020-01-10,2020-01-17
Adore You,Fine Line,Harry Styles,2019-12-13,207133,88,0.676,0.0237,0.676,0.771,7e-06,0.102,-3.675,0.0483,99.048,4,2020-01-10,2020-01-17
Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,183290,87,0.794,0.0125,0.794,0.793,0.0,0.0952,-4.521,0.0842,123.941,4,2020-01-10,2020-01-17
TOES (feat. Lil Baby & Moneybagg Yo),KIRK,DaBaby,2019-09-27,136366,78,0.816,0.0794,0.816,0.582,5.84e-06,0.0916,-4.141,0.341,160.004,4,2020-01-10,2020-01-17
SUGAR,GINGER,BROCKHAMPTON,2019-08-23,204533,82,0.453,0.449,0.453,0.538,0.0,0.19,-8.212,0.0638,122.973,4,2020-01-10,2020-01-17
VIBEZ,KIRK,DaBaby,2019-09-27,144935,79,0.768,0.113,0.768,0.652,0.0,0.107,-2.708,0.307,154.187,4,2020-01-10,2020-01-17
hot girl bummer,hot girl bummer,blackbear,2019-08-23,185093,46,0.778,0.128,0.778,0.559,0.0,0.399,-7.109,0.0776,129.989,1,2020-01-10,2020-01-17
My Oh My (feat. DaBaby),Romance,Camila Cabello,2019-12-06,170746,82,0.724,0.018,0.724,0.491,1.29e-05,0.0887,-6.024,0.0296,105.046,4,2020-01-10,2020-01-17
Woah,Woah,Lil Baby,2019-11-08,183011,74,0.882,0.0177,0.882,0.602,0.0,0.178,-5.554,0.245,142.959,4,2020-01-10,2020-01-17
No Idea,No Idea,Don Toliver,2019-05-29,154424,9,0.651,0.519,0.651,0.631,0.000579,0.165,-5.717,0.0896,127.994,4,2020-01-10,2020-01-17
Say So,Hot Pink,Doja Cat,2019-11-07,237893,87,0.787,0.256,0.787,0.673,3.57e-06,0.0904,-4.577,0.158,110.962,4,2020-01-10,2020-01-17
Heartless,Heartless,The Weeknd,2019-11-27,200080,11,0.531,0.00632,0.531,0.75,7.6e-05,0.117,-5.831,0.111,169.954,4,2020-01-10,2020-01-17
OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,2019-12-27,157712,84,0.802,0.0104,0.802,0.591,0.0,0.196,-4.895,0.225,139.864,4,2020-01-10,2020-01-17
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,2019-10-04,175720,89,0.598,0.0546,0.598,0.427,5.83e-06,0.21,-8.764,0.0317,76.469,4,2020-01-10,2020-01-17
Sunflower - Spider-Man: Into the Spider-Verse,Hollywood's Bleeding,Post Malone,2019-09-06,157560,83,0.755,0.533,0.755,0.522,0.0,0.0685,-4.368,0.0575,89.96,4,2020-01-10,2020-01-17
Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,182160,91,0.501,0.751,0.501,0.405,0.0,0.105,-5.679,0.0319,109.891,4,2020-01-10,2020-01-17
Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,174000,93,0.548,0.122,0.548,0.816,0.0,0.335,-4.209,0.0465,95.39,4,2020-01-10,2020-01-17
High Fashion (feat. Mustard),Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,220486,83,0.831,0.269,0.831,0.499,0.0,0.3,-8.442,0.114,97.956,4,2020-01-10,2020-01-17
Memories,Memories,Maroon 5,2019-09-20,189486,90,0.764,0.837,0.764,0.32,0.0,0.0822,-7.209,0.0546,91.019,4,2020-01-10,2020-01-17
Eleven,Eleven,Khalid,2020-01-09,206360,73,0.701,0.112,0.701,0.396,0.0209,0.223,-10.182,0.119,129.004,4,2020-01-10,2020-01-17
Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,2018-12-10,239835,89,0.511,0.349,0.511,0.566,0.0,0.34,-7.23,0.2,83.903,4,2020-01-10,2020-01-17
Suge,Baby On Baby,DaBaby,2019-03-01,163320,80,0.876,0.0608,0.876,0.662,0.0,0.127,-6.482,0.426,75.445,4,2020-01-10,2020-01-17
Robbery,Death Race For Love,Juice WRLD,2019-03-08,240050,89,0.685,0.328,0.685,0.692,0.0,0.153,-5.122,0.0457,159.966,5,2020-01-10,2020-01-17
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,JACKBOYS,JACKBOYS,2019-12-27,244873,74,0.559,0.0567,0.559,0.491,0.0,0.0992,-6.406,0.0346,153.131,4,2020-01-10,2020-01-17
Ransom,We Love You Tecca,Lil Tecca,2019-08-30,131240,84,0.745,0.0204,0.745,0.642,0.0,0.0658,-6.257,0.287,179.974,4,2020-01-10,2020-01-17
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,194087,89,0.701,0.328,0.701,0.425,0.13,0.1,-10.965,0.375,135.128,4,2020-01-10,2020-01-17
223's (feat. 9lokknine),Melly vs. Melvin,YNW Melly,2019-11-22,176640,72,0.932,0.0388,0.932,0.547,0.0,0.0924,-7.787,0.333,94.998,4,2020-01-10,2020-01-17
Hot (Remix) [feat. Gunna and Travis Scott],So Much Fun (Deluxe),Young Thug,2019-12-20,279906,72,0.845,0.188,0.845,0.631,0.0,0.0806,-8.206,0.216,111.983,4,2020-01-10,2020-01-17
